"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
-0.54644038851147,0.147449000640103,0.684313904740942,-1.29036302198629,0.436567615934895,0.931579425206783,0.963466780618175,0.18409819825623,-0.0292425774293905,-1.02318575347355,-0.136522982354791,0.751893709346676,0.850014331490224,-0.100173059628357,-0.397651399313858,0.67151749839594,-1.27559722580437,0.670719111904643,0.664721241891617,0.352545230887952,-0.0772916424788841,-0.490539311523507,0.272073619333673,-0.381365056449059,-0.400353126713553,-0.353466160549759,0.0898158926108977,0.168154576726116,165,0
1.04575783217512,-1.37008695875569,0.982786941350541,-0.276571239629837,-1.67177348025127,0.153987662008792,-1.11564610602501,0.235024306780444,0.32434380569937,0.31723601174599,-0.824182081474671,-0.881975975090695,-1.32448725191199,-0.583750930157687,-0.259736042214237,0.529812965943806,1.05053064351717,-1.79427247893761,0.52577463863333,0.193889000834369,0.0924957520331905,0.115067265971932,-0.0623734441124046,0.0796577069793923,0.216907181150814,-0.223874084983782,0.0368363701205635,0.0416046222683002,140.13,0
-2.0276335955298,0.774406788454026,0.89651208494356,-3.69688416550772,0.137520982677252,-0.436015023757584,0.699904243572507,-0.107338663239875,2.23442929351234,-0.152806776513442,1.09582999997205,1.10445802295258,-0.151369282111562,-0.67169255886922,-0.324955179798472,0.00218939465720215,-1.21428870035015,0.152341879296108,-0.366236187668695,0.316841411313994,-0.304633395347424,-0.25375550152732,-0.174224849375984,0.675258047505219,0.0186141984587939,-0.834777757276533,-0.415621869292022,-0.206950629205884,19.99,0
-0.703299063757614,-3.37641019618727,-1.12378333423316,1.09022931597835,-1.60404283761824,-0.793370742002149,1.43571043026715,-0.444171465306672,0.415733098672817,-0.611627577974124,-0.812590250460484,-0.689236121192144,-1.82955735361507,0.779811980734212,0.443385838120557,-0.0695637957145706,0.196600407544932,-0.308587955115807,-0.0202033627856381,1.88933603720942,0.517548759461804,-0.810126470531322,-0.975546094554134,0.477670817983633,0.100857966099563,0.986474120988343,-0.302189148172343,0.16907994503496,1039.89,0
-1.04102515070954,1.56042545191571,-0.120040305999533,-0.788581888791029,2.8165396405865,3.9905003151533,-0.266052119036068,-2.2717903508767,1.54333925399372,0.557159405776238,1.21832686324027,-2.9609771457736,1.47318151415232,0.603740916758794,0.72706731616615,0.130173748765098,0.336894622010155,0.637369317790919,0.715316659025328,-0.0544470244820558,1.7789614464837,-1.68139880295204,0.292355961361891,0.839750180251822,-0.594388306661967,-0.0222279251727995,-0.443190971392024,-0.429275904076992,1.79,0
-0.587448458308341,0.55110971441505,1.02180357936474,-0.776905448470125,1.11415956013445,0.0893854384497757,0.516882156269704,0.17957027513764,-0.199773179677935,-0.719200965016351,-1.716186207992,-0.899146318120604,-0.758121118864306,0.293603704369728,0.838420706468063,0.622376006001387,-0.846402098389158,-0.287262258499971,-0.501465604019548,-0.127550391431904,-0.211727252322584,-0.769703380667175,-0.113690440842085,-1.37813391160567,-0.287988272256141,0.0225681408320671,0.0656670230874335,0.113679410226272,0.99,0
2.06403170930485,0.178326890917035,-1.73547758842535,0.525434206281974,0.137476350421689,-1.50461495247257,0.234144839266812,-0.36093036344327,0.678531315473835,-0.454928431289315,-0.497834604416293,-0.24810680456593,-0.541150777671025,-0.623578438784142,0.962200596274243,0.245940108317597,0.405508682068657,0.586634747812407,-0.405196756204379,-0.242598689575739,0.184350141199146,0.68602005249354,-0.0201719565982978,-0.103056551422832,0.243479523113862,-0.0976499449939882,-0.00574656591182024,-0.033169653059018,2,0
-0.393736936870085,0.222244327700249,2.16660697958501,-0.0670821741764063,-0.276636116623033,-0.53826453799617,0.62312203991905,-0.408982714251674,0.178967225254503,0.103293661608437,0.40957319144302,-0.379260924982064,-0.660864608536281,-0.214651855873147,1.74312929047576,-0.414964529996122,0.112222901525095,-0.759184603993145,0.221915008757505,0.126641121972397,-0.0969689943459965,0.0079567194624602,0.156444476433349,0.640806419755227,-1.15575781166747,0.712342880107163,-0.339197411850865,-0.269414476516548,50.04,0
1.0892331796399,0.0562980605482423,0.396414225682986,1.29846675953604,-0.168522276470346,0.128249873579468,-0.0566874852720222,0.163648207009746,0.129892237551146,0.0560216842697134,1.04820845898616,0.866880682792532,-0.875256611904976,0.398099433460819,-0.72034392882943,-0.493447023510098,0.050988188581102,-0.398246279928238,-0.0785624176339874,-0.188290708836711,-0.0476775063860815,-0.00620823564184588,-0.0819732387847847,0.00869050291674531,0.604493276979703,-0.329076446339315,0.0286818297306613,0.00718338602134575,25,0
0.669901172091254,-1.05246383340285,1.70824529788815,2.05909259913952,-1.80787411762355,0.360166285421846,-0.797985788508286,0.290101455861,1.78008664129018,-0.46130550061451,-1.30522205806658,0.478259098160947,-1.01652330078905,-0.866784208019519,-1.51030423540071,-0.552302243459588,0.485794584620161,-0.189205499660089,-0.00749800349266363,0.187148630528617,0.0684407397898896,0.201277089405424,-0.227262738003302,0.74239348723857,0.411394783054748,-0.263985578862338,0.0655470589550627,0.076058722015452,214.21,0
